PRIORITY,ID_2MASS,RA_DEG,DEC_DEG,EPOCH,H_MAG,H_MAG_SOURCE,PM_RA,PM_DEC,PM_SOURCE,TYPE,APOGEE_COMMENT,AT1,AT2,AT3,APOGEE_COMMENT2
NaN,J19024444-2919313,285.68520,-29.32540,2000.0,12.041,2MASS,-6.553,5.412,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19134944-3118091,288.45600,-31.30250,2000.0,12.041,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18591225-3153517,284.80110,-31.89770,2000.0,12.042,2MASS,4.636,11.299,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18522151-2841088,283.08960,-28.68580,2000.0,12.044,2MASS,-6.255,-4.611,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18572489-2931076,284.35370,-29.51880,2000.0,12.044,2MASS,-4.503,-0.626,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18572666-2744083,284.36110,-27.73560,2000.0,12.045,2MASS,-4.096,0.413,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19003070-3218304,285.12790,-32.30850,2000.0,12.048,2MASS,-4.084,-5.605,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19043255-3048314,286.13560,-30.80870,2000.0,12.050,2MASS,-7.466,-0.446,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19034358-3102196,285.93160,-31.03880,2000.0,12.056,2MASS,-4.135,3.750,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18544956-3134275,283.70650,-31.57430,2000.0,12.058,2MASS,5.652,-1.012,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18580265-2843562,284.51110,-28.73230,2000.0,12.058,2MASS,1.363,-5.618,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19041222-2906412,286.05090,-29.11140,2000.0,12.061,2MASS,-2.616,-0.646,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18551582-2934307,283.81590,-29.57520,2000.0,12.063,2MASS,4.125,-9.302,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18465092-3124017,281.71220,-31.40050,2000.0,12.068,2MASS,4.419,11.545,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18480952-3127153,282.03970,-31.45430,2000.0,12.070,2MASS,1.995,-3.654,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18585337-2824054,284.72240,-28.40150,2000.0,12.078,2MASS,-8.364,-7.515,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19223059-3138046,290.62750,-31.63460,2000.0,12.079,2MASS,-0.889,-0.196,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19172557-3446596,289.35650,-34.78320,2000.0,12.080,2MASS,-2.732,-9.769,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18575380-2843118,284.47420,-28.72000,2000.0,12.082,2MASS,-9.633,-0.104,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19221467-3150178,290.56110,-31.83830,2000.0,12.082,2MASS,15.742,-1.905,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18534389-3111260,283.43290,-31.19060,2000.0,12.084,2MASS,10.107,-16.886,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19182049-3452587,289.58540,-34.88300,2000.0,12.087,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19040545-3107017,286.02270,-31.11720,2000.0,12.088,2MASS,-2.323,5.400,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18460165-3010065,281.50690,-30.16850,2000.0,12.090,2MASS,2.622,-9.415,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19051186-3047396,286.29940,-30.79430,2000.0,12.097,2MASS,-6.283,-1.016,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19302547-3239035,292.60610,-32.65100,2000.0,12.098,2MASS,9.901,-20.312,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19032647-3104077,285.86030,-31.06880,2000.0,12.099,2MASS,-6.130,-0.919,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19125498-3139093,288.22910,-31.65260,2000.0,12.102,2MASS,-1.974,2.769,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18544571-3141440,283.69050,-31.69560,2000.0,12.104,2MASS,0.279,4.182,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19300534-3241510,292.52230,-32.69750,2000.0,12.104,2MASS,-3.323,-2.670,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19025346-3051358,285.72280,-30.86000,2000.0,12.109,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18504871-2826308,282.70300,-28.44190,2000.0,12.115,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18513120-3214452,282.88000,-32.24590,2000.0,12.119,2MASS,-2.292,3.926,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18571945-2925035,284.33110,-29.41760,2000.0,12.120,2MASS,-5.080,-0.529,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18363485-2921019,279.14520,-29.35050,2000.0,12.121,2MASS,4.408,3.141,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19033506-3048323,285.89610,-30.80900,2000.0,12.122,2MASS,-2.968,-1.936,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19045772-3346336,286.24050,-33.77600,2000.0,12.122,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18544614-2941216,283.69230,-29.68940,2000.0,12.126,2MASS,4.154,-5.021,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18563355-2934501,284.13980,-29.58060,2000.0,12.132,2MASS,2.895,-4.085,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19022416-2923064,285.60070,-29.38510,2000.0,12.135,2MASS,-3.753,-0.063,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19513133-3338099,297.88060,-33.63610,2000.0,12.135,2MASS,-18.117,-6.624,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18550831-2938510,283.78460,-29.64750,2000.0,12.137,2MASS,-3.515,0.999,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18580244-2825087,284.51020,-28.41910,2000.0,12.137,2MASS,-3.586,-3.545,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19312717-3221159,292.86320,-32.35440,2000.0,12.140,2MASS,-1.371,-0.871,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18522783-3212380,283.11600,-32.21060,2000.0,12.148,2MASS,-4.789,-0.157,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19134401-3116581,288.43340,-31.28280,2000.0,12.148,2MASS,-0.190,-0.172,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18465655-2954376,281.73560,-29.91050,2000.0,12.161,2MASS,-6.592,-0.700,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19175016-3436180,289.45900,-34.60500,2000.0,12.162,2MASS,-3.282,-0.734,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19040605-3342336,286.02520,-33.70940,2000.0,12.163,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18560096-2935551,284.00400,-29.59860,2000.0,12.164,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18574915-2832415,284.45480,-28.54490,2000.0,12.173,2MASS,-2.092,-1.950,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18550297-2922537,283.76240,-29.38160,2000.0,12.174,2MASS,-2.953,0.902,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18554436-2921326,283.93480,-29.35910,2000.0,12.174,2MASS,1.413,-1.894,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18573014-2837577,284.37560,-28.63270,2000.0,12.174,2MASS,-4.424,-3.751,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18453060-2957151,281.37750,-29.95420,2000.0,12.176,2MASS,3.326,-14.767,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18580525-3202005,284.52190,-32.03350,2000.0,12.179,2MASS,-0.714,-6.153,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18561795-2920422,284.07480,-29.34510,2000.0,12.180,2MASS,0.865,-28.499,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18462085-3000598,281.58690,-30.01660,2000.0,12.181,2MASS,-0.304,7.982,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19034890-3114233,285.95380,-31.23980,2000.0,12.181,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18463399-3012473,281.64160,-30.21310,2000.0,12.182,2MASS,-5.929,-33.381,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18472455-3022578,281.85230,-30.38270,2000.0,12.184,2MASS,-2.262,-0.925,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18554223-3128209,283.92600,-31.47250,2000.0,12.192,2MASS,7.578,0.010,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18471275-3013065,281.80310,-30.21850,2000.0,12.196,2MASS,0.407,0.857,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19305397-3226526,292.72490,-32.44790,2000.0,12.199,2MASS,0.648,-4.415,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18461942-2707343,281.58090,-27.12620,2000.0,12.202,2MASS,-2.667,-8.799,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18551909-3121203,283.82960,-31.35570,2000.0,12.205,2MASS,1.026,-3.154,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18584420-2738372,284.68420,-27.64370,2000.0,12.206,2MASS,-7.887,-6.420,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18515129-2839261,282.96370,-28.65730,2000.0,12.209,2MASS,-5.523,-0.449,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18554423-3034322,283.93430,-30.57560,2000.0,12.210,2MASS,1.458,-7.840,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18565231-2818118,284.21800,-28.30330,2000.0,12.217,2MASS,-9.237,-1.264,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18460591-2948033,281.52460,-29.80090,2000.0,12.218,2MASS,-0.568,-1.719,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19034804-3103409,285.95020,-31.06140,2000.0,12.218,2MASS,-2.867,2.747,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19040844-2916358,286.03520,-29.27660,2000.0,12.218,2MASS,-4.334,-0.067,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19040898-3110000,286.03740,-31.16670,2000.0,12.218,2MASS,-2.142,3.276,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19513936-3335051,297.91400,-33.58480,2000.0,12.218,2MASS,-3.068,0.717,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19162676-3434073,289.11150,-34.56870,2000.0,12.219,2MASS,0.306,-0.600,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18523320-2843155,283.13830,-28.72100,2000.0,12.220,2MASS,-3.297,1.979,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19050564-3338589,286.27350,-33.64970,2000.0,12.224,2MASS,-1.965,-2.770,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18363253-2923581,279.13550,-29.39950,2000.0,12.225,2MASS,-6.006,-15.528,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18560479-3036247,284.02000,-30.60690,2000.0,12.225,2MASS,-4.016,-0.706,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19310205-3221119,292.75860,-32.35330,2000.0,12.226,2MASS,-1.442,-3.912,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18590992-3149036,284.79140,-31.81770,2000.0,12.230,2MASS,-14.083,-5.439,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18522068-3221382,283.08620,-32.36060,2000.0,12.233,2MASS,3.738,-10.914,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18474382-3138067,281.93260,-31.63520,2000.0,12.234,2MASS,-7.645,0.974,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19174154-3439150,289.42310,-34.65420,2000.0,12.236,2MASS,-11.295,13.600,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18545718-3024386,283.73830,-30.41070,2000.0,12.241,2MASS,-2.302,0.312,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18523947-3121064,283.16450,-31.35180,2000.0,12.242,2MASS,1.169,-9.025,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19004505-3210473,285.18770,-32.17980,2000.0,12.243,2MASS,-4.742,0.376,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19052084-3402233,286.33690,-34.03980,2000.0,12.247,2MASS,-5.343,-1.604,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18473356-3014016,281.88990,-30.23380,2000.0,12.249,2MASS,-1.974,-3.627,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18490216-3119119,282.25900,-31.32000,2000.0,12.249,2MASS,29.663,6.037,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18475547-3010044,281.98110,-30.16790,2000.0,12.250,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19000904-3220285,285.03770,-32.34130,2000.0,12.257,2MASS,-4.898,-0.300,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19212861-3211091,290.36920,-32.18590,2000.0,12.262,2MASS,2.602,-6.724,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19111840-3112152,287.82670,-31.20420,2000.0,12.266,2MASS,-15.981,-11.179,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18553450-3119184,283.89380,-31.32180,2000.0,12.267,2MASS,2.941,1.752,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18521453-3327383,283.06060,-33.46060,2000.0,12.269,2MASS,23.497,-12.043,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19305646-3224383,292.73530,-32.41070,2000.0,12.271,2MASS,-1.836,-0.753,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19320993-3231163,293.04140,-32.52120,2000.0,12.273,2MASS,1.129,-0.916,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18565349-2936204,284.22290,-29.60570,2000.0,12.275,2MASS,-18.818,15.355,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19035352-3116312,285.97300,-31.27540,2000.0,12.276,2MASS,-4.163,-1.541,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18380990-2929164,279.54130,-29.48790,2000.0,12.280,2MASS,-15.303,14.251,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18470173-2948342,281.75720,-29.80950,2000.0,12.281,2MASS,-6.774,0.842,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18542596-3041140,283.60820,-30.68720,2000.0,12.284,2MASS,-4.605,-2.089,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18544639-3123349,283.69330,-31.39310,2000.0,12.285,2MASS,-8.250,1.148,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19022027-2908013,285.58450,-29.13370,2000.0,12.286,2MASS,-6.072,-5.214,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19043559-3107166,286.14830,-31.12130,2000.0,12.288,2MASS,-2.272,-6.339,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18544834-3026384,283.70140,-30.44400,2000.0,12.291,2MASS,-0.416,-0.795,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18513326-2859003,282.88860,-28.98340,2000.0,12.292,2MASS,-3.838,-1.878,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18370989-2940203,279.29120,-29.67230,2000.0,12.294,2MASS,-3.089,-21.096,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18510898-3340478,282.78740,-33.68000,2000.0,12.294,2MASS,-2.948,0.503,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18524541-3120031,283.18920,-31.33420,2000.0,12.294,2MASS,-8.549,-0.400,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18565834-2920222,284.24310,-29.33950,2000.0,12.294,2MASS,4.577,-45.103,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18483263-3135364,282.13600,-31.59350,2000.0,12.297,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18501234-2844406,282.55140,-28.74460,2000.0,12.298,2MASS,3.952,-8.634,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19485711-3338301,297.23800,-33.64170,2000.0,12.299,2MASS,-6.180,-3.469,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18444438-2646518,281.18490,-26.78110,2000.0,12.301,2MASS,5.333,-8.458,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18462607-2947360,281.60860,-29.79330,2000.0,12.301,2MASS,2.383,-6.695,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18520023-2834515,283.00100,-28.58100,2000.0,12.310,2MASS,-4.111,-1.525,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18541810-3029314,283.57540,-30.49210,2000.0,12.314,2MASS,-0.822,-3.887,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18543205-3047488,283.63360,-30.79690,2000.0,12.315,2MASS,-29.097,-62.708,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18450831-3003047,281.28470,-30.05130,2000.0,12.317,2MASS,-3.329,-3.087,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18460023-3000432,281.50100,-30.01200,2000.0,12.322,2MASS,-2.249,-8.548,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18505909-3209207,282.74620,-32.15580,2000.0,12.323,2MASS,-1.419,-10.870,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18550715-3054146,283.77980,-30.90410,2000.0,12.325,2MASS,-1.334,-2.192,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18564668-2924280,284.19450,-29.40780,2000.0,12.328,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19500209-3342214,297.50870,-33.70600,2000.0,12.328,2MASS,-4.604,-6.439,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19222868-3151592,290.61950,-31.86650,2000.0,12.329,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18564012-2944336,284.16720,-29.74270,2000.0,12.330,2MASS,-1.705,-0.095,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18373849-2933430,279.41040,-29.56200,2000.0,12.334,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18545671-3031258,283.73630,-30.52380,2000.0,12.335,2MASS,-1.660,-4.060,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19032160-2922499,285.84000,-29.38050,2000.0,12.338,2MASS,-4.045,7.320,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19044467-3331027,286.18610,-33.51740,2000.0,12.339,2MASS,0.022,-2.588,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19504847-3325371,297.70200,-33.42700,2000.0,12.346,2MASS,-1.847,0.480,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18551695-2944548,283.82060,-29.74860,2000.0,12.349,2MASS,-2.183,5.022,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18450773-3002189,281.28220,-30.03860,2000.0,12.351,2MASS,-0.500,-11.906,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18440472-2702520,281.01970,-27.04780,2000.0,12.352,2MASS,15.526,-3.414,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19172695-3430118,289.36230,-34.50330,2000.0,12.353,2MASS,-3.479,-19.038,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18464264-3023589,281.67770,-30.39970,2000.0,12.354,2MASS,15.405,6.697,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18372197-2911092,279.34160,-29.18590,2000.0,12.357,2MASS,-2.692,-3.377,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19004263-2550254,285.17770,-25.84040,2000.0,12.367,2MASS,-3.314,-7.317,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19212651-3156018,290.36050,-31.93380,2000.0,12.370,2MASS,-0.109,-0.327,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18471894-3113433,281.82890,-31.22870,2000.0,12.371,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18545922-3117064,283.74680,-31.28510,2000.0,12.372,2MASS,-2.942,-0.037,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18584294-2832265,284.67890,-28.54070,2000.0,12.373,2MASS,-1.740,-5.155,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18574475-2722275,284.43650,-27.37430,2000.0,12.385,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18454987-2705568,281.45780,-27.09910,2000.0,12.387,2MASS,-11.670,-22.250,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18454995-3014142,281.45820,-30.23730,2000.0,12.391,2MASS,-1.436,-1.959,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18464419-3019225,281.68410,-30.32290,2000.0,12.391,2MASS,9.502,-16.243,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18450151-3002191,281.25630,-30.03870,2000.0,12.393,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18513895-3224295,282.91230,-32.40820,2000.0,12.396,2MASS,0.028,2.361,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18593402-3209314,284.89180,-32.15870,2000.0,12.398,2MASS,-4.051,4.439,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19053005-3335124,286.37520,-33.58680,2000.0,12.399,2MASS,-0.368,-3.330,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18521967-3228444,283.08200,-32.47900,2000.0,12.400,2MASS,-1.847,-10.778,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18584881-2732306,284.70340,-27.54180,2000.0,12.407,2MASS,-16.659,1.481,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18581302-3206305,284.55430,-32.10850,2000.0,12.408,2MASS,-3.966,0.774,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19173349-3455116,289.38960,-34.91990,2000.0,12.409,2MASS,1.246,-5.992,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19011852-2538405,285.32720,-25.64460,2000.0,12.411,2MASS,3.830,-2.631,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19122740-3106156,288.11420,-31.10440,2000.0,12.411,2MASS,-1.568,-2.736,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19314902-3250460,292.95430,-32.84610,2000.0,12.412,2MASS,37.459,-25.811,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18461865-3133453,281.57770,-31.56260,2000.0,12.415,2MASS,-3.733,-2.288,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18533665-3143078,283.40270,-31.71880,2000.0,12.416,2MASS,-3.182,1.327,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18502665-2823594,282.61110,-28.39990,2000.0,12.418,2MASS,0.080,2.911,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19173511-3431095,289.39630,-34.51930,2000.0,12.420,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18534416-3207591,283.43400,-32.13310,2000.0,12.425,2MASS,3.388,-19.362,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19122877-3101418,288.11990,-31.02830,2000.0,12.430,2MASS,1.823,1.827,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18505150-3218226,282.71460,-32.30630,2000.0,12.433,2MASS,0.360,-1.005,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19114466-3125327,287.93610,-31.42580,2000.0,12.434,2MASS,6.459,-8.908,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18590370-3206431,284.76550,-32.11200,2000.0,12.439,2MASS,18.969,1.507,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18552013-2943507,283.83390,-29.73080,2000.0,12.440,2MASS,3.470,-4.409,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19044856-3107181,286.20240,-31.12170,2000.0,12.440,2MASS,-3.751,-15.317,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18543218-3034025,283.63410,-30.56740,2000.0,12.442,2MASS,-5.650,-7.691,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19033891-3057195,285.91220,-30.95540,2000.0,12.442,2MASS,-6.827,-0.641,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18514739-3205099,282.94750,-32.08610,2000.0,12.450,2MASS,-13.160,-2.857,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18503592-2854142,282.64970,-28.90400,2000.0,12.451,2MASS,-5.982,-1.801,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19181817-3417149,289.57570,-34.28750,2000.0,12.457,2MASS,2.119,-5.394,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19040099-3105425,286.00410,-31.09510,2000.0,12.460,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18474533-3107598,281.93890,-31.13330,2000.0,12.462,2MASS,-6.925,2.861,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19041773-3108436,286.07390,-31.14550,2000.0,12.462,2MASS,2.351,-0.641,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19135271-3123358,288.46960,-31.39330,2000.0,12.463,2MASS,-2.507,1.007,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19005183-3207108,285.21600,-32.11970,2000.0,12.464,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18523545-3126075,283.14770,-31.43540,2000.0,12.465,2MASS,-1.177,-2.361,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
