PRIORITY,ID_2MASS,RA_DEG,DEC_DEG,EPOCH,H_MAG,H_MAG_SOURCE,PM_RA,PM_DEC,PM_SOURCE,TYPE,APOGEE_COMMENT,AT1,AT2,AT3,APOGEE_COMMENT2
NaN,J18584682-2753281,284.69510,-27.89120,2000.0,13.539,2MASS,-6.208,-4.489,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19412988-3241509,295.37450,-32.69750,2000.0,13.539,2MASS,5.503,-7.457,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18505036-2840059,282.70990,-28.66830,2000.0,13.541,2MASS,-0.208,-10.926,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19220402-3151069,290.51680,-31.85190,2000.0,13.541,2MASS,14.888,-9.509,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18525236-3133223,283.21820,-31.55620,2000.0,13.542,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18393245-3221523,279.88520,-32.36460,2000.0,13.543,2MASS,-15.436,-8.564,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18582023-2809547,284.58430,-28.16520,2000.0,13.543,2MASS,2.629,-5.370,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18592938-2817562,284.87250,-28.29900,2000.0,13.543,2MASS,3.491,-7.436,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19025464-3047050,285.72770,-30.78470,2000.0,13.543,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19001923-2542047,285.08020,-25.70130,2000.0,13.545,2MASS,4.368,-13.425,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18520195-3219128,283.00810,-32.32020,2000.0,13.546,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19004385-2547399,285.18270,-25.79440,2000.0,13.546,2MASS,0.605,-7.352,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19121958-3127257,288.08160,-31.45710,2000.0,13.546,2MASS,-2.000,-2.741,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18593132-3208574,284.88050,-32.14930,2000.0,13.547,2MASS,-9.544,-56.863,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19392789-3258200,294.86620,-32.97220,2000.0,13.548,2MASS,-25.094,-42.841,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18571545-2751314,284.31440,-27.85870,2000.0,13.549,2MASS,2.157,-18.727,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18571879-2747069,284.32830,-27.78530,2000.0,13.549,2MASS,-5.617,-4.904,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19181480-3430133,289.56170,-34.50370,2000.0,13.549,2MASS,5.165,-10.614,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19212408-3142146,290.35030,-31.70410,2000.0,13.549,2MASS,0.721,-2.654,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18505584-3313017,282.73270,-33.21710,2000.0,13.551,2MASS,-11.161,-14.840,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18533332-3225277,283.38880,-32.42440,2000.0,13.551,2MASS,-3.267,0.315,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18563979-2816268,284.16580,-28.27410,2000.0,13.551,2MASS,-4.269,-22.404,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18575902-2736434,284.49600,-27.61210,2000.0,13.553,2MASS,7.832,5.009,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19051193-3329500,286.29970,-33.49720,2000.0,13.555,2MASS,0.952,2.556,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19020732-2532510,285.53050,-25.54750,2000.0,13.557,2MASS,2.705,-7.182,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18511605-3340242,282.81690,-33.67340,2000.0,13.560,2MASS,7.452,1.076,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18574293-2735466,284.42890,-27.59630,2000.0,13.560,2MASS,-10.315,-18.619,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19303582-3230596,292.64930,-32.51660,2000.0,13.560,2MASS,-12.776,2.814,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19313922-3243591,292.91340,-32.73310,2000.0,13.560,2MASS,-1.427,0.543,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19183439-3420043,289.64330,-34.33450,2000.0,13.562,2MASS,1.661,-8.827,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19011213-2521410,285.30060,-25.36140,2000.0,13.564,2MASS,-8.348,1.346,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19512211-3337201,297.84210,-33.62230,2000.0,13.572,2MASS,5.680,-19.572,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18590793-2736220,284.78300,-27.60610,2000.0,13.579,2MASS,-3.137,-7.601,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19391620-3251118,294.81750,-32.85330,2000.0,13.580,2MASS,5.166,-12.035,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18505244-2835443,282.71850,-28.59570,2000.0,13.581,2MASS,1.700,2.917,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18585577-2743037,284.73240,-27.71770,2000.0,13.581,2MASS,-10.238,-4.622,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18470953-2953149,281.78970,-29.88750,2000.0,13.585,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19214726-3154031,290.44690,-31.90090,2000.0,13.585,2MASS,6.031,-3.031,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18574502-2724009,284.43760,-27.40030,2000.0,13.587,2MASS,-6.693,-5.299,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18565949-2735501,284.24790,-27.59730,2000.0,13.588,2MASS,9.813,-25.842,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19494296-3345277,297.42900,-33.75770,2000.0,13.589,2MASS,2.909,-9.725,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18592938-2544379,284.87240,-25.74390,2000.0,13.592,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19403766-3301020,295.15690,-33.01720,2000.0,13.592,2MASS,0.000,0.000,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19003253-2529204,285.13560,-25.48900,2000.0,13.603,2MASS,-1.304,-10.321,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18504139-3339403,282.67250,-33.66120,2000.0,13.606,2MASS,13.418,7.912,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18573615-2724502,284.40060,-27.41400,2000.0,13.609,2MASS,-6.527,-21.542,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18504376-3332105,282.68240,-33.53630,2000.0,13.612,2MASS,-2.439,0.962,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18582297-3217581,284.59570,-32.29950,2000.0,13.618,2MASS,-1.396,-0.079,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18364296-2914533,279.17900,-29.24820,2000.0,13.619,2MASS,22.597,-27.636,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19054202-3349443,286.42510,-33.82900,2000.0,13.620,2MASS,-4.219,-32.063,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19495637-3347169,297.48490,-33.78800,2000.0,13.621,2MASS,14.236,-9.285,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19410096-3240482,295.25400,-32.68010,2000.0,13.624,2MASS,-17.909,-14.006,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18535471-3121248,283.47800,-31.35690,2000.0,13.625,2MASS,-1.063,-16.240,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19005659-2556380,285.23580,-25.94390,2000.0,13.626,2MASS,11.471,16.530,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18583857-2820583,284.66070,-28.34950,2000.0,13.630,2MASS,-1.562,-7.568,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18373985-3240160,279.41610,-32.67110,2000.0,13.631,2MASS,-4.167,-9.928,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18502744-2832279,282.61440,-28.54110,2000.0,13.631,2MASS,12.447,14.102,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18523535-3216015,283.14730,-32.26710,2000.0,13.631,2MASS,-28.068,-52.990,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19422393-3249514,295.59970,-32.83100,2000.0,13.631,2MASS,0.836,17.070,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18373385-2909508,279.39110,-29.16410,2000.0,13.633,2MASS,9.124,-6.670,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18441352-2658589,281.05640,-26.98300,2000.0,13.633,2MASS,6.226,-0.328,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18571035-2726171,284.29310,-27.43810,2000.0,13.633,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19492552-3333372,297.35640,-33.56030,2000.0,13.633,2MASS,-1.720,1.484,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18511861-3313447,282.82760,-33.22910,2000.0,13.637,2MASS,-2.470,-15.934,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19221201-3206206,290.55010,-32.10570,2000.0,13.637,2MASS,-6.455,-8.734,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19494690-3316179,297.44540,-33.27170,2000.0,13.637,2MASS,3.977,-27.560,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18385338-3237484,279.72240,-32.63010,2000.0,13.638,2MASS,-3.096,1.002,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19221543-3213504,290.56430,-32.23070,2000.0,13.638,2MASS,6.576,9.200,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18592106-2830206,284.83780,-28.50570,2000.0,13.641,2MASS,-0.351,3.450,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19040710-2925305,286.02960,-29.42520,2000.0,13.643,2MASS,-7.368,-7.060,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18370006-2931224,279.25030,-29.52290,2000.0,13.647,2MASS,-1.603,-6.486,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18511654-3304100,282.81890,-33.06940,2000.0,13.649,2MASS,2.209,-9.491,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18595636-2531362,284.98480,-25.52670,2000.0,13.653,2MASS,-0.386,-5.861,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18463086-2710485,281.62860,-27.18020,2000.0,13.654,2MASS,3.542,-9.382,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18441450-2701575,281.06040,-27.03270,2000.0,13.657,2MASS,-4.542,0.465,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19395116-3257032,294.96320,-32.95090,2000.0,13.657,2MASS,-0.265,0.423,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18581482-2810215,284.56180,-28.17270,2000.0,13.659,2MASS,2.528,-11.128,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19172595-3429035,289.35810,-34.48430,2000.0,13.661,2MASS,-9.429,-13.830,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18461827-2715148,281.57620,-27.25410,2000.0,13.662,2MASS,-1.552,3.711,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18525385-3229451,283.22440,-32.49590,2000.0,13.662,2MASS,-4.981,-7.990,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18500618-2839541,282.52580,-28.66500,2000.0,13.667,2MASS,-3.990,-4.355,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19164511-3433452,289.18800,-34.56260,2000.0,13.672,2MASS,16.574,-19.206,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19223469-3200163,290.64460,-32.00450,2000.0,13.673,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19014838-2546514,285.45160,-25.78100,2000.0,13.675,2MASS,-21.919,-26.303,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18505302-3312578,282.72090,-33.21610,2000.0,13.678,2MASS,-1.439,-1.575,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19011685-2545050,285.32020,-25.75140,2000.0,13.680,2MASS,-1.794,-3.710,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18382759-2922244,279.61500,-29.37340,2000.0,13.684,2MASS,-5.978,-10.937,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18574503-2750269,284.43770,-27.84080,2000.0,13.687,2MASS,-2.715,-2.545,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18380951-2927073,279.53960,-29.45200,2000.0,13.690,2MASS,-0.152,-22.526,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19135274-3130114,288.46980,-31.50320,2000.0,13.693,2MASS,-1.863,-8.842,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18495431-3319240,282.47630,-33.32340,2000.0,13.694,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19043590-3051030,286.14960,-30.85080,2000.0,13.704,2MASS,-7.636,-6.184,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18581803-2736275,284.57520,-27.60770,2000.0,13.706,2MASS,-6.200,-6.786,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18502283-3311385,282.59510,-33.19400,2000.0,13.709,2MASS,-5.193,-8.107,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19053561-3404045,286.39840,-34.06790,2000.0,13.716,2MASS,-0.253,-7.337,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18443415-2656357,281.14230,-26.94330,2000.0,13.721,2MASS,-1.823,12.306,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18533804-3216270,283.40850,-32.27420,2000.0,13.724,2MASS,-0.860,6.719,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19320447-3235013,293.01860,-32.58370,2000.0,13.725,2MASS,10.095,-16.115,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18445199-2705504,281.21670,-27.09740,2000.0,13.726,2MASS,-7.572,-9.520,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18525331-3209593,283.22220,-32.16650,2000.0,13.727,2MASS,4.121,2.633,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19165191-3430410,289.21630,-34.51140,2000.0,13.729,2MASS,0.260,-2.487,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18450804-2712303,281.28350,-27.20840,2000.0,13.741,2MASS,5.872,0.192,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19174423-3439205,289.43430,-34.65570,2000.0,13.741,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19012989-2529049,285.37460,-25.48470,2000.0,13.744,2MASS,-3.565,-6.739,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18510653-3323306,282.77720,-33.39190,2000.0,13.748,2MASS,0.365,-3.745,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19014462-2530278,285.43600,-25.50770,2000.0,13.749,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18495221-3332139,282.46750,-33.53720,2000.0,13.754,2MASS,-4.790,-7.210,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18573897-2831333,284.41240,-28.52590,2000.0,13.754,2MASS,-13.852,6.131,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19173712-3439125,289.40470,-34.65350,2000.0,13.755,2MASS,-2.708,1.100,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18363518-2931227,279.14660,-29.52300,2000.0,13.761,2MASS,-7.649,-24.321,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18370531-2923463,279.27210,-29.39620,2000.0,13.761,2MASS,-13.646,-3.715,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18590550-3204294,284.77290,-32.07480,2000.0,13.761,2MASS,-21.786,1.023,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19013556-2552591,285.39820,-25.88310,2000.0,13.764,2MASS,-1.303,-13.298,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19402044-3245225,295.08520,-32.75630,2000.0,13.764,2MASS,21.223,-17.920,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19492428-3343381,297.35120,-33.72730,2000.0,13.765,2MASS,5.940,-16.297,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19173311-3428121,289.38800,-34.47000,2000.0,13.767,2MASS,-3.999,-3.444,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19325629-3229307,293.23450,-32.49190,2000.0,13.768,2MASS,5.393,-14.687,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19043767-3342443,286.15700,-33.71230,2000.0,13.773,2MASS,2.052,-2.634,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19504322-3342471,297.68010,-33.71310,2000.0,13.776,2MASS,9.282,-33.032,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19045843-3050001,286.24350,-30.83340,2000.0,13.777,2MASS,-23.971,-3.746,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19205915-3159586,290.24650,-31.99960,2000.0,13.779,2MASS,-1.100,-0.802,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18374208-2925310,279.42540,-29.42530,2000.0,13.785,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18441926-2717136,281.08030,-27.28710,2000.0,13.785,2MASS,55.112,-4.867,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19322644-3226296,293.11020,-32.44160,2000.0,13.785,2MASS,1.310,-4.431,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19322716-3245125,293.11320,-32.75350,2000.0,13.785,2MASS,15.479,10.882,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19503218-3333339,297.63410,-33.55940,2000.0,13.787,2MASS,-3.735,-2.310,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18501785-3323388,282.57440,-33.39410,2000.0,13.791,2MASS,1.344,-19.637,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19034554-3346361,285.93980,-33.77670,2000.0,13.795,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19220096-3156459,290.50400,-31.94610,2000.0,13.795,2MASS,18.014,-48.738,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18582503-2733540,284.60430,-27.56500,2000.0,13.797,2MASS,-3.792,0.644,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18521248-3227415,283.05200,-32.46150,2000.0,13.798,2MASS,-1.295,7.975,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19013572-2540392,285.39890,-25.67760,2000.0,13.798,2MASS,2.785,-4.004,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19320656-3219104,293.02740,-32.31960,2000.0,13.801,2MASS,2.809,-4.645,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18381673-2937313,279.56970,-29.62540,2000.0,13.803,2MASS,-2.651,-0.252,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19415847-3304547,295.49370,-33.08190,2000.0,13.803,2MASS,5.240,-7.961,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19312235-3225149,292.84320,-32.42080,2000.0,13.805,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19041698-3047345,286.07080,-30.79290,2000.0,13.808,2MASS,2.873,7.654,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19170894-3418324,289.28730,-34.30900,2000.0,13.808,2MASS,8.344,-4.804,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19321814-3238504,293.07560,-32.64730,2000.0,13.808,2MASS,3.816,5.714,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19215890-3206344,290.49540,-32.10960,2000.0,13.810,2MASS,5.614,-5.290,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19020985-2532129,285.54110,-25.53690,2000.0,13.813,2MASS,0.864,-1.377,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19181694-3423193,289.57060,-34.38870,2000.0,13.815,2MASS,6.258,-1.770,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19405591-3238200,295.23300,-32.63890,2000.0,13.817,2MASS,-1.618,-3.748,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19173798-3426521,289.40830,-34.44780,2000.0,13.820,2MASS,3.078,-9.574,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19175350-3456033,289.47290,-34.93430,2000.0,13.823,2MASS,10.971,-11.824,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19302311-3237499,292.59630,-32.63050,2000.0,13.823,2MASS,15.727,-21.150,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18501353-3337287,282.55640,-33.62470,2000.0,13.825,2MASS,-2.729,-3.436,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18494149-3317587,282.42290,-33.29960,2000.0,13.827,2MASS,5.866,-13.639,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18361522-2913200,279.06350,-29.22220,2000.0,13.830,2MASS,25.968,-6.357,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19503964-3311338,297.66520,-33.19270,2000.0,13.830,2MASS,-6.031,2.532,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18570292-2814144,284.26220,-28.23740,2000.0,13.834,2MASS,4.642,-7.393,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19011507-2520491,285.31280,-25.34700,2000.0,13.834,2MASS,2.637,0.141,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18571683-2737134,284.32010,-27.62040,2000.0,13.835,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18593226-3221029,284.88440,-32.35080,2000.0,13.837,2MASS,9.942,-20.071,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19032345-3357118,285.84770,-33.95330,2000.0,13.837,2MASS,1.922,-9.529,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19044825-3407256,286.20110,-34.12380,2000.0,13.837,2MASS,6.774,-17.341,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18514578-3331456,282.94080,-33.52930,2000.0,13.838,2MASS,-0.654,14.109,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18453642-2722199,281.40180,-27.37220,2000.0,13.841,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18454848-2652311,281.45200,-26.87530,2000.0,13.841,2MASS,2.293,-12.154,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19183041-3428020,289.62670,-34.46720,2000.0,13.843,2MASS,-10.703,4.389,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19404379-3253425,295.18250,-32.89520,2000.0,13.846,2MASS,19.616,-14.642,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18572091-2811495,284.33720,-28.19710,2000.0,13.847,2MASS,-17.157,-10.424,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19302394-3229146,292.59980,-32.48740,2000.0,13.852,2MASS,-3.636,-3.018,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18385372-3227336,279.72390,-32.45930,2000.0,13.854,2MASS,-0.937,-43.933,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18501802-3336284,282.57510,-33.60790,2000.0,13.856,2MASS,6.236,-1.844,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18461809-2654439,281.57540,-26.91220,2000.0,13.858,2MASS,-7.820,-8.719,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18500660-3304166,282.52750,-33.07130,2000.0,13.858,2MASS,7.113,-10.708,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18500180-2842037,282.50750,-28.70100,2000.0,13.861,2MASS,-4.047,8.781,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18443033-2716526,281.12640,-27.28130,2000.0,13.866,2MASS,-5.143,-13.276,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19404936-3254423,295.20570,-32.91180,2000.0,13.869,2MASS,2.742,-12.961,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18371308-2936283,279.30450,-29.60790,2000.0,13.871,2MASS,-3.976,-18.431,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19174477-3433482,289.43660,-34.56340,2000.0,13.875,2MASS,-5.045,-3.140,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19172377-3416394,289.34910,-34.27760,2000.0,13.877,2MASS,-14.398,-24.418,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18575330-2818057,284.47210,-28.30160,2000.0,13.881,2MASS,0.000,0.000,None,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18503068-3340407,282.62790,-33.67800,2000.0,13.883,2MASS,-8.867,6.692,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19512309-3320142,297.84620,-33.33730,2000.0,13.885,2MASS,-3.034,-1.885,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19210120-3158249,290.25500,-31.97360,2000.0,13.886,2MASS,-6.367,-4.505,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19035937-3040336,285.99740,-30.67600,2000.0,13.887,2MASS,-3.362,-1.205,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18445895-3011472,281.24560,-30.19640,2000.0,13.888,2MASS,0.367,-24.035,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J18573948-2828522,284.41450,-28.48120,2000.0,13.891,2MASS,-8.241,-3.639,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19003591-2558418,285.14960,-25.97830,2000.0,13.891,2MASS,-0.449,-19.982,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
NaN,J19500537-3325383,297.52240,-33.42730,2000.0,13.892,2MASS,10.986,-16.095,HSOY,STAR,Frinchaboy2012,26,-0,-0,None
